ulasan,sentimen
Sulit dihubungi dan meterinya tertinggal,0
Sudah cukup baik dalam memaparkan materi,2
Makasih bu,3
Bagus pak,3
Metode pembelajaran sudah sangat bagus makasih bu,3
Lebih baik lagih,,1
Metode pembelajaran sudah sangat baik dan jelas,3
Tingkatkan kinerja bapak,  dan lebih semangat lagih dalam memberikan materi ,1
Tingkatkan kinerja bapak, lebih semangat lagih dalam memberikan materi :) cara mengajarnya sangat interaktif dan sangat dimengerti,2
Smoga kdepanya lbih baik lgih dalam memberikan materi,2
Penjelasan yang diajarkan mengenai materi itu singkat tapi mudah dipahami,3
Terlebih dahulu menjelaskan secara detail agar dipahami dengan baik,1
Memberikan motivasi dalam belajar dan pengalaman tentang pekerjaan,3
Mungkin untuk mengurangi pelaksanaan quiz setiap 1 bab materi.,1
Tidak ada.,3
Adanya komunikasi yang baik dan terbuka akan adanya pendapat dari mahasiswa,3
Dalam mengajar santai dan ramah sehingga membuat senang dalam belajar,3
Mungkin hanya saya, tapi saya tidak merasa mendapat materi. Karena mungkin memang mata kuliah ini berfokus pada tugas lapangan.,0
Materi yang dibahas sangat sedikit seharusnya lebih diperjelas lagi,0
Dalam menyampaikan materi cukup baik,2
Dalam menyampaikan materi cukup jelas,2
Mungkin untuk membahas setiap tugas yg sudah dikerjakan oleh mahasiswa, agar mahasiswa mengetahui dan paham betul bagaimana pengerjaan tugas yg benar.,1
Lebih bisa mencoba metode lain untuk mengajar, agar mahasiswa bisa lebih mengerti akan materi yg diajarkan.  Terimakasih ,0
Untuk penjelasan bisa sedikit pelan jangan terlalu cepat bu. Terimakasih,1
Ketika menjelaskan bisa lebih pelan jangan terlalu cepat. Terimakasih,1
Baik. Terimakasih,2
Bisa mencoba untuk menggunakan beberapa media belajar, terimakasih ,1
Sudah jelas dalam menjelaskan metode pembelajaran,2
Sebaiknya kurangi memberi tugas kepada mahasiswa dan memberikan nilai yang bagus pada mahasiswa nya yang teladan,1
Tidak ada saran apapun karna pa ananto sudah mengajar dengan baik,3
Bu ida sangat jelas dan sabar dalam memberikan materi,3
Sebaiknya menjelaskan cara perhitungan juga, kurangi pada teorinya dan mengshare materi ,1
Lebih baik mengadakan pembelajaran secara gmeet daripada diyuotube dan mengshare materi yang harus dipelajari mahasiswa,1
Tidak pernah hadir untuk mengajar dikelas harusnya memberikan materi kalo tidak bisa mengadakan gmeet,0
Menjelaskan materi dengan pelan sehingga bisa dipahami apalagi materi pada perhitungan jangan terlalu kecepatan,1
Sudah baik dalam penyimpanan materi dalam pembelajaran,3
Baik dalam penyampaian materi dalam pembelajaran,3
Sudah bagus dalam penyampaian materi dalam pembelajaran,3
semangat pak,3
Sudah bagus dalam penyampaian materi penyampaian materi dalam pembelajaran,3
Mengajarnya sudah baik tetapi terlalu cepat saat menjelaskan,2
Semangat ibukkk,3
Fighting pakkk,3
Lebih baik lagi Bapakkk,2
Semoga bisa lebih sering masuk,0
Lebih baik lagi ibu,2
Semoga sering² gmeet ibu, biar kita paham betul materinya,1
Semoga Corona cpt ilang, agar otomatisasi sering² praktek pak,1
Minta dikasih soal² mengenai perhitungan pajak Bu,1
Jangan cepat-cepat dalam memberikan materi dalam praktek,1
Ibuknya friendly bgt, klo offline pasti lebih asyikkkk,3
Semoga bisa lebih baik lagi,2
Bu Fitri kalo menjelaskan sangat mudah di pahami dan sangat suka bangt saya dengan Bu Fitri .,3
Kurang jelas dalam mengajar,0
Saran aja ya Bu , kalo menjelaskan lewat YouTube tolong yang detail ya bu..🙏🙏,2
Menyenangkan,3
Semoga bisa lebih baik,2
Dapat mudah dipahami,3
Mudah dipahami dalam mengajar,3
Jgn kebanyakan tugas pak hhe,3
Lebih enak klo suasana pembelajaran nya dibuat lebih menyenangkan lg pa,2
Kadang kurang jelas saat memberi materi,0
Tidak,3
Sering mengadakan pembelajaran secara offline karena tidak semua mahasiswa komputernya bisa,1
Seharusnya banyak diadakan pembelajaran secara offline karena itu praktek tidak semua mahasiswa bisa,1
Dosen sering susah di hubungi jika ada matakul tersebut,0
Sebaiknya dalam memberikan tugas tidak terlalu banyak sebisa mungkin bisa 1 bulan 2x tidak perminggu selalu ada tugas.,1
Sebaiknya dosen memberikan rangkuman materi dalam bentuk modul agar memudahkan mahasiswa dalam memahami materi.,1
Ketika setelah daring sebaiknya contoh penggunaan rumus/cara di file yang sudah di buat mendadak saat menjelaskan di gmeet agar di berikan ke mahasiswa karena matkul ini praktek jdi tidak sempat menulis saat ada penjelasan yang diluar catatan langkah langkah pada modul.,1
Sebaiknya tidak hanya memberikan materi lewat video pembelajaran namun sesekali dalam semisal 2x pertemuan dlm sebulan dijelaskan langsung lewat google meet jadi umpan balik bisa lebih mudah dipahami.,1
Nice,2
Selama pembelajaran dosen belum pernah masuk namun menyematkan materi di 2 pertemuan pertama saja.,0
Sebaiknya saat pembelajaran online agar sinyal lebih baik supaya materi yang disampaikan bisa lebih mudah dipahami.,0
Dalam penyampaian materi lebih jelas agar mahasiswa bisa memahami dengan baik.,1
Yang Lebih sabar ya bapak dalam mengajar mahasiswanya,1
Semangat buk,2
Semangat!,2
Semoga ibu bisa meet agar menjelaskan materi mata kuliah ibu,1
Tetap jadi dosen yang baik, dan semoga bisa ditingkatkan lagu,2
Pertahankan kualitas yang sudah ada,3
Tetap jadi dosen yang terbaik nggih pak 😊,3
Tetap menjadi dosen yang baik kepada semua mahasiswa,3
Tetap dan selalu menjadi dosen yang baik untuk semua mahasiswa,3
Lebih-lebih baik,2
Tingkatkan lagi cara mengajar nya dan tetap jadi dosen yang baik untuk semua mahasiswa,3
Lebih baik,2
Tetap menjadi dosen yang baik kepada semua mahasiswa,3
Proses pembelajaran harus lebih menarik supaya mahasiswa tidak bosan,1
Harus lebih saling mengerti mahasiswa terutama kelas malem,1
Kirim materi melalui YouTube menurut saya kurang efektif karena mungkin mahasiswa jarang membuka atau melihatnya,0
Lebih menarik lagi dalam menyampaikan materi supaya mahasiswa tidak bosan,1
Waktu perkuliahan kurang efektif,0
Mudah dipahami dan jelas dalam menerangkan,3
Pertahan dengan metode pembelajarannya,3
Baik mudah dipahami,3
Mr. Arief is the best👍,3
Pak ngasih tugasnya jangan banyak banyak.,0
Terlalu tegang,0
Jika tidak masuk kelas sebaiknya dosen memberi informasi dan jika memberikan tugas jangan mendadak,0
sebaiknya jika ada mahasiswa yang terkendala saat melakukan praktik sebaiknya lebih di terangkan secara perlahan,0
Jika menjelaskan materi praktek jangan terlalu cepat,0
Cara belajar mengajarnya sudah baik dan seru, tp untuk tugas jangan terlalu banyak,2
Sebaiknya untuk tugas lebih di kontrol untuk tidak terlalu membebani mahasiswa,0
Sudah baik dan sangat jelas jika mengajar,3
Harus lebih sabar menghadapi mahasiswa,1
Sebaiknya bisa lebih sabar dalam proses pembelajaran,1
Sebaiknya lebih bisa membuat suasana pembelajaran menjadi lebih menyenangkan,1
Jika menjelaskan materi jangan terlalu cepat,1
sebaiknya bisa lebih menjadikan suasana pembelajaran lebih menyenangkan,1
sebaiknya lebih mudah di hubungi dan jika berhalangan sebaiknya mengkonfirmasi dahi jauh-jauh hari tidak mendadak,0
Semoga pertemuan perkuliahannya bisa secara tatap muka langsung (offline)🙂,2
Kalo MK Otomatisasi perkantoran lebih baik pembelajarannya secara offline saja, karena lebih mudah dipahami bisa dipraktekan langsung. Kalo online kadang masih ada yang bingung terus juga kurang fokus karena terkendala dengan jaringan internetnya, terimakasih🙂,2
Untuk MK Prak. P. Akt 1 lebih baik dilakukan secara offline, karena lebih mudah dipahami saat pembelajarannya tatap muka langsung, terimakasih.,2
Ga punya sarannn. Si bapak ngajarnya enakeun bgttt seriusannn,3
Ibunya jarang masuk kelas:((((,0
Klo bisa di selang-seling  sma meet,0
Ga punya kritikkkk. Si bapakkk baekk bgttt asliii kga boong,3
Meningkatkan lagi metode pembelajarannya,2
Pertahankan metode pembelajaran yang menyenangkan ini,3
Pertahankan metode pembelajaran yang baik ini,3
Semoga lebih baik lagi,1
Semoga Ibu Yeni dapat terus mempertahankan cara mengajar yang santai namun tetap memberikan manfaat bagi kami semua.,3
Pak asrofi pada saat menyampaikan materi dengan jelas dan dapat dipahami,3
Untuk di perbaiki lagi,0
"Praktek 75%
Teori 25%,3"
Kuisnya jangan terlalu mepet,0
Sudah sangat bagus semoga bisa ngajar sampe akhir,3
Setiap MK jangan kosong lagi ya bu,0
Sudah bagus lebih ditingkatkan lagi dalam penyampaian materi agar saat daring mudah di paham,2
Dosen yg sangat baik,3
Bagus lebih ditingkatkan dalam kegiatan perkulihaan lebih asik dan tidak membosankan,2
"Baik
,2"
Kegiatan perkulihan kedepan di harapkan saat kuliah daring penbawaan materinya tidak membosankan,0
Sudah bagus lebih ditingkatkan lagi kedepan,2
Semoga bisa di tingkat kan lagi,1
Sebaiknya kalo ngajar dilakukan secara langsung karna kalo pake daring kadang ada yang ngga mudeng,1
Sebaiknya klo mengajar offline jadi mudah dipahami dan bisa dipraktekan langsung.,0
Sebaik nya sering sering menggunakan Google meet/zoom supaya lebih efektif di waktu seperti ini,0
Saran saya kalau menerangkan jangan terlalu cepat jadi biar bisa dipahami.,0
Kalo bisa neranginya jangan cepet-cepet ya Bu biar paham,0
Sebaik nya menggunakan Google Meet saja kalo pake zoom berbayar lebih banyak memakan kuota,0
Saran saya kalau menjelaskan materi jangan lewat youtube, sebaiknya menggunakan google meet agar mudah dipahami.,0
Saran saya kalau menjelaskan materi jangan lewat YouTube sebaiknya pakai gmeet supaya lebih paham lagi,0
Sebaik nya tugas jangan setiap pertemuan,0
Tidak ada, karena baik banget ,3
Menurut saya kalau menerangkan secara daring kadang agak kurang paham.,1
Saran saya kalo menjelaskan jangan cepet-cepet Bu biar mudeng,1
Baik,2
Lebih sabar lagi ya pak dalam mengahadapi mahasiswa 🙏🏻,1
"Tidak ada wkwkwk
Good job👌🏻,3"
Tugas terlalu banyak bagi kelas malam, setiap minggu ada 2-3 tugas yang diberikan.,0
Saran saya sekali2 gmeet sambil jelasin materi Bu supaya paham,0
Menurut saya sering-sering google meet biar kalau dijelasin mudah paham.,0
Kalau jelasin enak dan mudah dipahami,3
Menurut saya kalau mengajar enak mudah dipahami. note kalau ngasih tugas jangan bikin video terus, jangan ngasih tugas setiap hari kalau ada pertemuan.,2
Untuk kedepannya saya harap metode pembelajaran bisa diubah agar lebih gampang dipahami oleh mahasiswa, karena menurut saya kurang efektif dan susah dipahami metode yang selama ini dilaksanakan.,0
Saran saya sering-seringin gmeet,0
Saran saya kalau mengajar sering-sering google meet.,0
Sudah kuliah offline ditambah lagi hanya mendengarkan materi melalui kanal YouTube, sangat tidak efektif bagi saya.,0
Apa kabar ibu selama satu semester ini?tidak ada kabar sama sekali, semoga ibu sehat baik baik saja:'),0
Pelan pelan pak memberikan materinya,1
Pelan lagi nggih bu menyampaikan materinya,1
Dari awal sampai sekarang tidak pernah meet , cuma ngasih materi dan pembahasan di wa itupun jarang,0
Lebih semangat lagibuntuk mengajar pak .biar kita ngeh. Dan maksud materi apa yang di sampaikan,1
"Kalo ngajar jangan cepet cepet bu. Setiap mahasiswa itu dya tangkepnya beda"" ,1"
dosennya hanya memberi materi lewat gc, tidak pernah mengadakan pertemuan zoom/gmeet,0
Sudah sangat baik dalam menjelaskan materi,3
Sebaiknya dosen tidak bertele tele saat menjelaskan materi,0
Sebaiknya jangan terlalu tegang saat dosen sedang menyampaikan materi,0
Sebaiknya Saat penyampaian materi tidak bertele tele,0
Sebaiknya saat menyampaikan semua materi itu sama dosennya aja jangan ada presentasi karena belum tentu kita paham sama materi yang dijelaskan oleh mahasiswa yang berpresentasi,0
Sebaiknya jangan terlalu tegang saat melakukan pembelajaran. Dan jika ada tugas sebaiknya deadline-nya 1 minggu jangan langsung hari itunya,0
Sudah sangat baik karena saat pembelajaran juga ada praktek yang langsung turun ke lapangan,3
Kurang paham dengan materi yang dijelaskan dengan dosen tersebut,0
Sebaiknya saat melakukan pembelajaran tidak menggunakan bahasa yang kurang bisa kita pahami,0
metode pengajaran sudah sangat baik dan bagus terima kasih pak,3
Tidak ada pernah pertemuan gmeet, zoom,w.a, namun tugas mendekati UAS numpuk sampe 5. Mohon toleransinya dan jangan terlalu  membebankan mahasiswa. Apalagi untuk kelas karyawan yg sdh terkuras tenaga dari kerjaan. Akhir tidak ada waktu buat belajar UAS karena sudah tertumpuk deadline,0
Menjelaskan materi terlalu cepat,0
Perlu modul dan lebih jelas metode pengajarannya bukan hanya presentasi tapi ada point penting yg dijelaskan apa saja,0
Dosen tidak pernah mengadakan gmeet dan kurang jelas menjelaskan materi,0
Menjelaskan materi terlalu cepat :),0
Kurangi tugasnya ya pak :),1
Menjelaskan materinya terlalu cepat,0
terkadang susah dihubungi dan terkadang telat dalam waktu mengajar sebaiknya lebih tepat waktu lagi,0
Menjelaskan materi kurang jelas,0
tidak ada keluhan,3
Menjelaskan materi terlalu cepat,0
"sering telat mengajar
saran nya lebih tepat waktu,0"
terkadang kurang jelas menjelaskan karna kendala sinyal,0
Tidak pernah mengadakan kelas online maupun offline, dan materinya kurang jelas ,0
terlalu cepat dalam menjelaskan,0
terlalu susah untuk dihubungi jika ingin memulai mata kuliah,0
Cara pembelajarannya menyenangkan, tetapi setiap pertemuan jangan dikasih tugas terus dong pak hehe,2
Lebih baik lagi dan tetap semangat pak :),2
Lebih semangat lagi bu mengajarnya,2
Menjelaskannya jangan terlalu cepat ya pak :),0
Pembelajarannya lebih digiatin lagi bu,1
Kami butuh bimbingan dari ibu :),1
Semangat terus pak,3
Kalau menjelaskan jangan terlalu cepat. Tetapi pembelajarannya menyenangkan, semangat terus bu😊,3
Lebih semangat lagi dalam pembelajarannya agar lebih menyenangkan dan tidak ngantuk😁,2
Sudah sangat baik dalam menyampaikan pembahasan,3
Sudah sangat baik dalam menyampaikan penjelasan,3
Materi yang disampaikan mudah dipahami,3
Dalam menyampaikan materi sangat menarik sehingga mudah dipahami,3
Mudah dimengerti ketika menjelaskan,3
Sudah baik dalam memberikan penjelasan,3
Sebaiknya menggunakan google meet agar lebih mudah dimengerti jangan hanya google classroom saja,0
Semoga mnjadi lbih baik lagi,2
Bagusss,3
Dipertahankan dan pastinya lebih baik lagi,2
Terimakasih pak sudah mengajar dalam semester ini,3
Terimakasih Bu sudah mengajar dalam semester ini,3
Sebaiknya lebih profesional lagi dalam mengajar, jangan mudah terbawa perasaan dan marah,0
Lebih baik modul di bagukan dlm bentuk pdd saja klo emng jumlah halaman sedikit, masa modul inggris paling tipis harganya 40k,0
Sebaiknya menjelaskan materi dengan detail agar mahasiswa memahami alur perhitungan disetiap kasus.,1
Sebaiknya modul jgn tebal-tebal karna melihatnya saja bikin malas membaca,0
Keaktifan masuk di kelas sebaiknya di perbaiki,0
Dosen paling enak mengajar, to the point Ga bikin bosen ,3
Mohon untuk semua dosen yang sudah ditugaskan untuk mengajar agar melaksanakan printah dg baik,1
Sejujurnya mengantukan sekali saat mengajar tp semiga kedepannya semakin baik,0
Terlalu santai kalo mengajar, jadi mahasiswanya jadi kurang bersemangat ,0
Sebaiknya untuk penilaian jangan terlalu pelit karena kita sebagai mahasiswa sudah berusaha semampu kita,1
Saya harap dapat mengurangi tugas yang d berikan.,1
Oke,1
Lebih baik lagih buat kedepannya,1
Sangat baik , Terima Kasih,3
Lebih d efektifkan pemberian materi secara meet.,1
Lebih baik lagih buat kedepannya dalam mengajar,1
Sangat Baik , Terima Kasih ,3
Materi yang diajarkan bisa dibuat semenarik mungkin lagi,1
sangat baik dalam menyampaikan pembelajaran,3
Deadline pengumpulan tugas jangan terlalu cepat.,0
Materi yang diajarkan lebih bisa dibuat semenarik mungkin dan lebih dapat dipahami,1
Mungkin karna bu dosen ini menjadi wadir, jadinya sibuk jarang masuk jadwal bahkan mungkin bisa dihitung dengan hitungan jari, jadi lebih baik kalo yang dijadiin dosen itu jangan yang punya kedudukan tinggi dan sibuk agar belajar mengajar menjadi lebih efektif.,0
Tingkatkan kinerja bapak, lebih semangat lagi dalam memberikan materi :),cara mengajarnya sangat interaktif dan mudah dimengerti,2
Jika bertemu di semester selanjutnya semoga bisa mengadakan meet setiap kali pertemuan,1
Jika menjelaskan materi lebih bisa dipahami,1
Semoga kedepanya di berikan  modull,  biar bisa di belajari di rumah ,1
"Sering"" adain gmeet Bu, jangan video mulu,0"
Tidak ada, semua bisa lebih membuat suasana menjadi lebih cair, tidak tegang karena beberapa mahasiswa tentu ada yg bisa b.inggris ada yg tidak,3
Dapat lebih efektif dalam memberikan materi dan menggunakan google meet,1
Sebaiknya Kalaw mau ngasih tugas harus jelas pak🙏🙏 dan juga harusnya dibanyakin prakteknya bukan online tros. Kita pusing, ini materi praktek harusnya lebih ditekankan. Dan ujung²nya kita nonton YT deh. Kuotane habis, apalagi kalaw sinyalnya hilang yah udah deh bubar. ,0
Sebaiknya sekali atau dua kali diadakan kelas offline,0
Sudah baik dalam pembelajaran,2
Pak kalo sekali ngasi tugas jangan langsung seabrek lagi yaa,0
Sudah baik dalam pembelajaran,2
Bu maaf, sebaiknya kalaw ada yang remidi jangan di sebutin namanya. Kasihan yang remidi misal cuman satu orang, mentalnya down bu. Lebih baik PC atau yang merasa kurang tinggi aja nilainya kek gtu jangan diberi tahu siapa namanya. Manusia itu punya perasaan bu🙏🙏🙏,0
